"","sales_mean","sales_median","sales_q1","sales_q3","sales_sd","sales_cv","price_mean","price_median","price_q1","price_q3","price_sd","price_cv"
"1",3711948.27868845,1808397.05716,202881.501192,6430021.215305,4222280.43277462,1.13748363817895,67.3648119259259,56.610043,51.474222,64.1669045,37.1117597678825,0.550907197791786
