"","sales_mean","sales_median","sales_q1","sales_q3","sales_sd","sales_cv","price_mean","price_median","price_q1","price_q3","price_sd","price_cv"
"1",4876878.7446463,2909610.084061,286431.00692,8241570.90728,5433298.61314125,1.11409343919116,65.6528177022222,55.899654,47.8731535,63.941923,35.9228133073377,0.547163313999268
