"","sales_mean","sales_median","sales_q1","sales_q3","sales_sd","sales_cv","price_mean","price_median","price_q1","price_q3","price_sd","price_cv"
"1",4480556.82636513,2416917.445667,269366.25319925,7789327.299668,5004988.21167688,1.11704602924034,66.7983118603704,56.4634705,49.6545305,64.73661525,36.6849557145785,0.549189862630984
