"","sales_mean","sales_median","sales_q1","sales_q3","sales_sd","sales_cv","price_mean","price_median","price_q1","price_q3","price_sd","price_cv"
"1",4482400.31211738,2306396.92545,294221.500865,8063824.140606,4855185.60298824,1.0831664431807,69.2185461037037,58.103207,52.982553,66.2512185,38.0212632234491,0.549293005468295
