"","sales_mean","sales_median","sales_q1","sales_q3","sales_sd","sales_cv","price_mean","price_median","price_q1","price_q3","price_sd","price_cv"
"1",4850999.97000838,2573214.997088,258094.000569,8573123.06295,5338870.49430564,1.10057112498733,64.9570717096296,55.047886,48.970261,63.080048,35.5652842033011,0.547519819894048
